X,Y,Z
700514.243139,9311191.923910,0.000000,2079
700525.990206,9311193.057243,0.000000,2080
700534.802089,9311187.940243,0.000000,2081
700556.711056,9311185.489077,0.000000,2082
700394.002960,9311213.531410,0.000000,2083
700398.593222,9311213.354910,0.000000,2084
700402.996722,9311228.784910,0.000000,2085
700418.931489,9311220.983110,0.000000,2086
700427.268389,9311212.651910,0.000000,2087
700453.604246,9311216.657410,0.000000,2089
700471.490889,9311301.528743,0.000000,2090
700465.239889,9311295.399410,0.000000,2091
700419.439056,9311534.043577,0.000000,2100
700419.455210,9311561.122654,0.000000,2100
700419.534139,9311561.150743,0.000000,2100
700419.659639,9311561.104243,0.000000,2100
700418.976732,9311544.014417,0.000000,2100
700419.659214,9311532.582386,0.000000,2100
700419.417441,9311532.690462,0.000000,2100
700419.498972,9311532.677514,0.000000,2100
700478.227389,9311531.297077,0.000000,2096
700479.501347,9311520.383313,0.000000,2096
700479.953889,9311522.602077,0.000000,2096
700490.223222,9311521.181743,0.000000,2096
700479.697189,9311526.199010,0.000000,2096
700474.833989,9311520.668610,0.000000,2096
700480.231389,9311516.161210,0.000000,2096
700484.996989,9311521.446210,0.000000,2096
700479.503389,9311526.720410,0.000000,2096
700485.376514,9311521.604035,0.000000,2096
700479.982989,9311515.628710,0.000000,2096
700479.971222,9311512.054077,0.000000,2096
700474.383014,9311520.562410,0.000000,2096
700474.814675,9311521.509196,0.000000,2096
700475.435014,9311516.339410,0.000000,2096
700475.097764,9311525.402910,0.000000,2096
700484.303139,9311525.973535,0.000000,2096
700484.689139,9311516.891785,0.000000,2096
700484.869032,9311519.751981,0.000000,2096
700558.922132,9311089.966410,0.000000,2185
700570.652477,9311075.290535,0.000000,2185
700560.622022,9311083.730077,0.000000,2185
700572.343360,9311089.658267,0.000000,2185
700572.305106,9311085.729243,0.000000,2185
700603.846989,9311076.584632,0.000000,2057
700587.565345,9311101.415021,0.000000,2057
700601.201860,9311088.615696,0.000000,2057
700598.733932,9311089.125553,0.000000,2057
700591.722572,9311078.155493,0.000000,2057
700581.097860,9311083.744267,0.000000,2057
700575.272439,9311087.165410,0.000000,2057
700562.761422,9311071.788243,0.000000,2185
700575.022675,9311076.034124,0.000000,2057
700568.542945,9311094.391854,0.000000,0
700547.529406,9311100.790743,0.000000,2057
700545.048122,9311100.506910,0.000000,2057
700548.624106,9311097.705577,0.000000,2057
700574.900358,9311099.708025,0.000000,2057
700590.120539,9311117.600910,0.000000,2183
700565.772872,9311116.132410,0.000000,2183
700583.913095,9311116.346077,0.000000,2183
700563.236489,9311129.216577,0.000000,2187
700564.095201,9311120.093660,0.000000,2188
700577.879689,9311122.386160,0.000000,2181
700590.006967,9311143.269077,0.000000,2181
700567.015816,9311138.488955,0.000000,2181
700570.619749,9311132.897510,0.000000,2181
700584.064403,9311134.474481,0.000000,2181
700580.836606,9311131.844743,0.000000,2181
700570.424877,9311136.253285,0.000000,2181
700568.567369,9311136.242910,0.000000,2181
700625.502185,9311165.412243,0.000000,2014
700632.993501,9311158.531535,0.000000,2014
700619.428781,9311168.250577,0.000000,2014
700625.165576,9311164.819285,0.000000,2014
700627.797626,9311157.173477,0.000000,2014
700627.735264,9311155.116577,0.000000,2014
700634.359256,9311158.486577,0.000000,2014
700660.138906,9311127.518077,0.000000,2015
700636.429156,9311154.510577,0.000000,2015
700632.062296,9311150.582170,0.000000,2015
700664.492099,9311095.813510,0.000000,2015
700650.920406,9311139.057410,0.000000,2015
700654.881806,9311152.139910,0.000000,2015
700644.870456,9311126.616577,0.000000,2015
700654.358533,9311108.753848,0.000000,2015
700682.675656,9311102.835910,0.000000,2015
700652.848089,9311111.919410,0.000000,2015
700669.360922,9311108.109160,0.000000,2015
700659.438359,9311124.549210,0.000000,2015
700656.271294,9311123.223046,0.000000,2015
700628.368828,9311149.766410,0.000000,2015
700630.719137,9311157.789515,0.000000,2014
700660.731542,9311126.142477,0.000000,2015
700682.963679,9311088.734610,0.000000,2189
700698.086974,9311084.055872,0.000000,2189
700713.908122,9311081.640910,0.000000,0
700711.033199,9311079.876810,0.000000,0
700715.853156,9311083.236243,0.000000,0
700705.776689,9311094.518077,0.000000,2189
700678.733002,9311105.384660,0.000000,2015
700677.594389,9311167.453124,0.000000,2177
700679.491989,9311197.687481,0.000000,2177
700693.519872,9311169.788243,0.000000,2177
700658.438245,9311199.498410,0.000000,2054
700665.121339,9311217.782077,0.000000,2054
700667.902189,9311216.795077,0.000000,2054
700669.314527,9311208.756972,0.000000,2054
700665.371406,9311196.307410,0.000000,2054
700669.205922,9311192.409910,0.000000,2177
700687.895198,9311176.115410,0.000000,2177
700677.336389,9311176.879285,0.000000,2177
700682.828864,9311185.093535,0.000000,2177
700686.852528,9311192.916438,0.000000,2177
700686.547129,9311192.926670,0.000000,2177
700671.502701,9311184.882660,0.000000,2177
700645.970677,9311204.117660,0.000000,2054
700650.821579,9311214.639310,0.000000,2054
700646.361058,9311211.041333,0.000000,2054
700652.470032,9311206.003553,0.000000,2054
700723.560132,9311168.173981,0.000000,2017
700725.074122,9311160.557966,0.000000,2017
700717.854556,9311167.159577,0.000000,2017
700717.341639,9311169.944310,0.000000,2017
700702.058272,9311153.368077,0.000000,2018
700716.762939,9311160.769785,0.000000,0
700711.177272,9311149.695910,0.000000,0
700705.385002,9311156.701410,0.000000,2018
700709.237672,9311158.892577,0.000000,2018
700721.430656,9311157.474410,0.000000,0
700711.413347,9311162.179910,0.000000,0
700715.935060,9311164.553124,0.000000,0
700715.854051,9311158.730785,0.000000,0
700717.761819,9311138.168410,0.000000,0
700719.086860,9311154.968696,0.000000,0
700722.970307,9311143.232865,0.000000,0
700703.804553,9311147.269592,0.000000,2018
700691.955972,9311151.462910,0.000000,2018
700696.396502,9311154.562077,0.000000,2018
700653.576220,9311152.086641,0.000000,2015
700684.638206,9311084.787910,0.000000,2189
